"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"2017-06-23 16:30:00",2688,162,174,254,52,100,114,332,368,56,NA,144,126,68,248,200,46
"2017-06-23 17:00:00",2456,138,114,248,48,62,100,326,352,66,NA,132,108,80,230,182,46
"2017-06-23 17:30:00",2294,128,116,218,48,52,80,314,312,76,NA,134,84,74,210,156,44
"2017-06-23 18:00:00",2166,136,106,194,48,46,74,310,306,72,NA,124,80,64,196,154,40
"2017-06-23 18:30:00",2044,134,80,158,46,50,66,290,292,66,NA,112,74,50,190,144,36
"2017-06-23 19:00:00",1990,126,70,148,42,40,52,282,270,116,NA,102,46,46,186,152,32
"2017-06-23 19:30:00",1944,126,72,144,38,36,52,280,256,132,NA,96,46,44,164,158,30
"2017-06-23 20:00:00",1838,120,62,120,36,38,46,264,258,126,NA,88,46,36,162,150,30
"2017-06-23 20:30:00",1674,116,56,98,32,34,44,254,234,92,NA,88,50,36,146,118,30
"2017-06-23 21:00:00",1500,114,60,96,30,28,42,246,242,44,NA,88,40,30,146,66,30
"2017-06-23 21:30:00",1412,102,80,88,20,28,42,236,236,26,NA,86,32,26,142,22,30
"2017-06-23 22:00:00",1278,94,48,74,16,20,44,232,236,12,NA,84,26,22,126,20,30
"2017-06-23 22:30:00",1262,96,40,76,16,26,40,224,218,12,NA,82,24,18,124,20,28
"2017-06-23 23:00:00",1246,94,40,80,14,22,40,218,234,12,NA,84,24,18,118,20,30
"2017-06-23 23:30:00",1220,90,40,80,10,24,36,220,212,10,NA,80,26,18,116,24,30
"2017-06-24 00:00:00",1202,86,36,72,10,18,34,204,222,6,NA,78,24,14,112,18,30
"2017-06-24 00:30:00",1178,86,36,76,10,20,32,212,224,8,NA,80,24,18,116,20,28
"2017-06-24 01:00:00",1186,88,36,74,12,18,36,206,224,8,NA,78,22,14,114,18,30
"2017-06-24 01:30:00",1174,88,42,74,10,20,34,206,212,8,NA,78,22,18,114,20,30
"2017-06-24 02:00:00",1180,86,58,70,10,20,32,202,218,6,NA,78,24,14,112,22,28
"2017-06-24 02:30:00",1166,88,44,74,12,20,34,196,222,10,NA,80,22,18,116,20,30
"2017-06-24 03:00:00",1150,80,40,74,12,18,32,194,212,8,NA,72,24,14,112,20,30
"2017-06-24 03:30:00",1148,88,36,68,12,20,34,192,214,8,NA,80,22,16,114,20,30
"2017-06-24 04:00:00",1148,88,34,68,10,18,32,198,224,6,NA,78,22,16,108,18,28
"2017-06-24 04:30:00",1158,88,36,76,10,20,36,200,218,8,NA,80,22,18,110,20,30
"2017-06-24 05:00:00",1116,86,34,52,10,20,38,196,216,6,NA,78,24,14,110,18,30
"2017-06-24 05:30:00",1122,88,34,44,12,18,42,192,210,8,NA,78,22,16,110,20,30
"2017-06-24 06:00:00",1132,88,44,42,10,20,38,198,216,6,NA,82,22,18,110,20,30
"2017-06-24 06:30:00",1146,82,58,60,8,18,36,194,218,10,NA,82,20,14,114,20,30
"2017-06-24 07:00:00",1172,86,72,62,8,22,40,200,208,6,NA,82,24,20,120,18,30
"2017-06-24 07:30:00",1144,88,42,62,6,20,34,200,222,10,NA,84,24,18,122,20,30
"2017-06-24 08:00:00",1332,90,56,92,10,20,36,218,214,12,NA,90,24,22,122,54,32
"2017-06-24 08:30:00",1550,94,126,116,22,22,40,232,226,30,NA,88,26,28,148,94,30
"2017-06-24 09:00:00",1734,102,130,142,44,32,58,240,254,46,NA,98,38,30,164,172,32
"2017-06-24 09:30:00",1750,100,134,182,42,26,62,248,258,40,NA,82,40,24,158,156,34
"2017-06-24 10:00:00",1846,104,150,166,56,48,68,248,270,40,NA,94,46,28,160,166,32
"2017-06-24 10:30:00",1892,112,152,184,46,42,70,248,280,42,NA,112,40,32,154,182,34
"2017-06-24 11:00:00",1918,108,150,186,48,44,70,268,274,42,NA,104,44,24,160,196,34
"2017-06-24 11:30:00",1908,112,138,192,54,46,74,258,284,42,NA,100,46,28,162,188,34
"2017-06-24 12:00:00",1916,110,162,188,52,40,68,268,282,46,NA,104,42,28,156,186,34
"2017-06-24 12:30:00",1884,114,178,182,50,40,72,260,254,42,NA,110,40,26,164,168,32
"2017-06-24 13:00:00",1876,112,132,172,42,42,76,264,244,68,NA,108,48,42,152,176,32
"2017-06-24 13:30:00",1858,114,150,170,36,38,76,262,256,64,NA,106,42,28,156,176,34
"2017-06-24 14:00:00",1796,112,146,132,36,36,68,266,240,56,NA,104,36,20,154,172,32
"2017-06-24 14:30:00",1782,114,164,116,28,26,60,264,250,58,NA,118,32,24,152,178,34
"2017-06-24 15:00:00",1744,116,146,108,22,22,54,258,250,64,NA,122,36,20,148,168,32
"2017-06-24 15:30:00",1746,112,132,106,26,22,52,270,252,56,NA,122,34,22,150,184,30
"2017-06-24 16:00:00",1750,112,114,100,28,24,56,266,248,60,NA,120,34,20,160,170,32
"2017-06-24 16:30:00",1626,110,106,106,28,26,48,266,254,72,NA,120,30,20,144,114,30
"2017-06-24 17:00:00",1478,104,52,94,24,24,44,252,236,66,NA,112,28,20,144,60,32
"2017-06-24 17:30:00",1448,102,50,96,18,26,44,248,240,58,NA,108,36,20,144,40,30
"2017-06-24 18:00:00",1454,96,66,88,18,22,44,242,228,44,NA,104,40,20,138,42,30
"2017-06-24 18:30:00",1416,98,74,78,20,28,40,238,230,54,NA,106,42,22,136,22,32
"2017-06-24 19:00:00",1424,88,46,74,18,26,44,240,230,68,NA,108,40,18,134,20,30
"2017-06-24 19:30:00",1436,86,54,84,16,26,42,234,236,78,NA,104,34,16,130,18,30
"2017-06-24 20:00:00",1394,94,50,74,18,24,40,228,226,74,NA,102,34,20,130,20,30
"2017-06-24 20:30:00",1372,90,48,66,18,26,38,236,218,62,NA,98,32,16,134,18,30
"2017-06-24 21:00:00",1338,92,52,84,16,26,44,224,230,28,NA,100,32,18,126,20,30
"2017-06-24 21:30:00",1304,88,52,88,14,22,44,228,220,28,NA,96,30,14,126,20,30
"2017-06-24 22:00:00",1254,82,44,72,12,22,44,218,222,18,NA,100,28,18,126,20,28
"2017-06-24 22:30:00",1248,84,42,76,10,24,38,216,218,14,NA,96,26,14,124,20,30
"2017-06-24 23:00:00",1260,88,62,74,10,22,40,220,212,14,NA,96,26,16,122,24,30
"2017-06-24 23:30:00",1222,84,52,72,10,22,36,222,222,16,NA,94,26,16,118,20,30
"2017-06-25 00:00:00",1190,70,92,118,44,60,6,172,186,28,4,8,28,2,NA,24,16
"2017-06-25 00:30:00",1186,68,96,112,43.6,58,8,176,170,30,6,8,30,4,NA,26,20
"2017-06-25 01:00:00",1178,66,90,116,43.2,66,8,170,176,32,6,8,30,4,NA,24,12
"2017-06-25 01:30:00",1172,66,96,118,42.2,60,8,166,190,32,4,8,30,4,NA,26,12
"2017-06-25 02:00:00",1166,68,92,114,42.2,60,8,160,174,30,4,10,30,4,NA,28,18
"2017-06-25 02:30:00",1158,68,94,116,42.2,60,6,158,176,30,4,10,32,6,NA,22,16
"2017-06-25 03:00:00",1190,68,106,116,42.2,60,8,168,178,30,0,8,30,4,NA,26,16
"2017-06-25 03:30:00",1184,68,120,124,42,58,8,162,186,30,8,8,30,4,NA,24,18
"2017-06-25 04:00:00",1198,66,138,114,42.2,62,6,156,174,28,4,10,30,2,NA,26,12
"2017-06-25 04:30:00",1168,66,120,116,42,58,8,166,180,32,6,8,32,4,NA,24,14
"2017-06-25 05:00:00",1136,66,90,112,41.2,60,8,156,190,30,6,10,32,4,NA,26,12
"2017-06-25 05:30:00",1128,64,74,114,41.2,60,8,150,174,32,2,8,30,2,NA,26,16
"2017-06-25 06:00:00",1124,68,66,118,41.2,62,6,148,186,30,4,10,30,4,NA,24,18
"2017-06-25 06:30:00",1108,66,66,122,41.2,64,8,150,166,28,0,8,28,4,NA,24,18
"2017-06-25 07:00:00",1112,66,62,126,41.2,60,8,148,184,32,2,8,30,2,NA,28,16
"2017-06-25 07:30:00",1142,68,90,124,41.6,60,8,154,170,28,4,12,28,4,NA,28,16
"2017-06-25 08:00:00",1134,68,90,128,41.6,60,8,162,176,28,2,8,28,4,NA,24,14
"2017-06-25 08:30:00",1180,68,66,122,41.6,60,10,160,172,32,24,8,30,4,NA,30,16
"2017-06-25 09:00:00",1214,70,64,118,42,66,14,168,192,40,32,8,30,12,NA,30,16
"2017-06-25 09:30:00",1200,72,66,118,42.2,62,24,162,176,40,26,10,30,14,NA,24,18
"2017-06-25 10:00:00",1210,72,66,124,42.2,58,26,160,180,38,22,8,30,12,NA,26,16
"2017-06-25 10:30:00",1228,74,66,126,42.2,60,28,164,176,38,26,8,32,14,NA,30,16
"2017-06-25 11:00:00",1226,70,66,124,42.2,66,22,172,172,38,24,10,34,14,NA,32,16
"2017-06-25 11:30:00",1220,72,78,120,42.6,62,20,178,180,34,26,8,30,12,NA,32,16
"2017-06-25 12:00:00",1270,74,94,128,42.6,64,20,170,178,38,24,8,30,14,NA,32,18
"2017-06-25 12:30:00",1228,72,74,128,43,62,26,174,178,40,30,10,28,14,NA,30,20
"2017-06-25 13:00:00",1238,70,66,126,44.2,70,24,174,180,44,28,8,28,12,NA,28,16
"2017-06-25 13:30:00",1208,70,64,122,44.6,62,22,164,178,40,26,10,30,8,NA,28,14
"2017-06-25 14:00:00",1228,70,66,130,44.2,66,20,170,176,38,28,10,30,6,NA,30,14
"2017-06-25 14:30:00",1230,70,66,120,44.2,62,22,166,176,38,28,8,32,6,NA,30,20
"2017-06-25 15:00:00",1238,68,64,132,44,60,22,162,184,34,36,8,30,6,NA,30,14
"2017-06-25 15:30:00",1238,68,66,130,44.2,66,24,164,172,40,34,12,32,4,NA,32,18
"2017-06-25 16:00:00",1250,70,72,124,44.2,66,16,164,186,38,36,8,32,4,NA,30,20
"2017-06-25 16:30:00",1246,72,80,134,43.6,66,14,168,184,38,26,8,30,4,NA,32,18
"2017-06-25 17:00:00",1218,72,90,124,43.6,66,14,166,172,40,20,10,26,4,NA,26,16
"2017-06-25 17:30:00",1210,76,66,128,43.6,64,10,170,184,36,14,10,32,4,NA,30,14
"2017-06-25 18:00:00",1188,78,64,122,43.2,64,8,160,180,40,6,8,30,2,NA,28,18
"2017-06-25 18:30:00",1194,76,66,122,43,64,10,168,176,36,8,8,28,4,NA,30,18
"2017-06-25 19:00:00",1220,78,64,124,43,68,10,162,186,44,0,10,30,4,NA,32,20
"2017-06-25 19:30:00",1250,80,64,120,42.6,68,12,172,174,48,4,8,32,4,NA,34,20
"2017-06-25 20:00:00",1242,80,64,122,42.2,72,12,170,182,44,2,8,30,4,NA,32,18
"2017-06-25 20:30:00",1230,76,64,130,42.6,64,12,166,184,44,4,10,30,4,NA,34,14
"2017-06-25 21:00:00",1258,74,90,118,42.6,70,12,160,184,44,2,8,30,4,NA,28,20
"2017-06-25 21:30:00",1272,76,116,116,43,66,12,168,176,44,2,8,30,4,NA,32,20
"2017-06-25 22:00:00",1186,66,100,118,42.6,64,10,156,186,36,2,8,28,2,NA,24,20
"2017-06-25 22:30:00",1194,68,-1799906,122,42.2,64,8,162,178,32,0,10,30,4,NA,26,16
"2017-06-25 23:00:00",1162,68,94,116,42.6,64,8,156,182,36,4,8,30,4,NA,24,12
"2017-06-25 23:30:00",1162,66,90,114,42,62,8,156,184,28,2,8,32,2,NA,28,14
"2017-06-26 00:00:00",1148,76,38,64,10,16,38,196,202,6,NA,86,22,14,110,16,28
"2017-06-26 00:30:00",1148,78,38,68,10,18,38,196,200,8,NA,90,22,14,112,18,32
"2017-06-26 01:00:00",1150,80,38,70,12,18,38,196,208,8,NA,86,24,14,114,20,30
"2017-06-26 01:30:00",1138,80,38,72,10,20,40,198,202,8,NA,84,22,18,108,18,30
"2017-06-26 02:00:00",1140,78,46,66,10,18,34,196,212,8,NA,84,22,14,104,20,32
"2017-06-26 02:30:00",1160,72,64,70,12,18,36,192,206,8,NA,84,22,16,110,20,30
"2017-06-26 03:00:00",1146,78,38,70,12,20,38,198,202,10,NA,84,20,14,114,16,30
"2017-06-26 03:30:00",1128,74,34,68,10,16,36,192,200,8,NA,82,22,14,108,20,30
"2017-06-26 04:00:00",1116,74,36,60,12,20,36,190,212,10,NA,84,22,16,104,16,32
"2017-06-26 04:30:00",1118,78,34,66,10,18,36,192,206,10,NA,82,22,16,104,18,30
"2017-06-26 05:00:00",1120,76,34,50,10,20,44,196,202,10,NA,80,24,16,112,22,30
"2017-06-26 05:30:00",1124,80,34,36,10,18,38,192,204,10,NA,80,34,14,122,18,30
"2017-06-26 06:00:00",1126,82,42,40,8,16,38,188,206,10,NA,82,34,16,118,20,30
"2017-06-26 06:30:00",1162,80,58,56,8,18,40,194,208,6,NA,84,36,16,122,18,32
"2017-06-26 07:00:00",1202,82,80,68,10,22,38,194,208,8,NA,86,38,16,128,20,30
"2017-06-26 07:30:00",1212,80,64,76,6,22,48,192,202,6,NA,92,36,16,130,14,32
"2017-06-26 08:00:00",1408,92,60,122,12,26,44,216,214,8,NA,102,50,30,146,20,34
"2017-06-26 08:30:00",1842,104,84,176,26,32,64,260,256,10,NA,106,76,42,188,72,34
"2017-06-26 09:00:00",2290,110,122,230,42,84,94,264,292,16,NA,108,106,52,230,202,40
"2017-06-26 09:30:00",2562,114,142,280,34,102,104,286,362,26,NA,114,120,52,284,200,38
"2017-06-26 10:00:00",2588,118,134,286,34,130,106,324,348,28,NA,116,122,58,264,194,38
"2017-06-26 10:30:00",2744,122,120,308,36,150,106,350,362,32,NA,126,142,78,292,188,46
"2017-06-26 11:00:00",2900,130,126,324,36,156,108,364,358,36,NA,130,162,80,340,188,46
"2017-06-26 11:30:00",2948,138,140,338,38,158,110,366,386,46,NA,124,170,96,312,198,42
"2017-06-26 12:00:00",2970,130,150,334,46,172,114,378,378,44,NA,128,168,80,324,188,40
"2017-06-26 12:30:00",2882,126,122,342,40,176,116,358,376,40,NA,120,182,82,326,188,40
"2017-06-26 13:00:00",2984,134,134,302,42,162,124,372,354,40,NA,132,200,84,310,204,40
"2017-06-26 13:30:00",3112,136,132,338,44,184,136,390,384,44,NA,130,212,92,328,192,40
"2017-06-26 14:00:00",3098,144,156,316,50,186,122,392,390,42,NA,132,196,90,310,196,40
"2017-06-26 14:30:00",3086,140,168,292,48,184,122,390,414,42,NA,128,188,102,288,190,44
"2017-06-26 15:00:00",2960,138,148,274,48,166,122,388,390,44,NA,134,172,96,268,194,48
"2017-06-26 15:30:00",2926,136,152,284,50,144,106,386,404,54,NA,130,174,86,266,194,52
"2017-06-26 16:00:00",2872,138,144,274,48,136,100,376,392,54,NA,130,168,84,262,196,52
"2017-06-26 16:30:00",2796,136,142,254,52,128,100,370,352,58,NA,126,180,84,252,188,52
"2017-06-26 17:00:00",2600,142,160,220,46,110,84,350,336,70,NA,116,144,70,222,196,46
"2017-06-26 17:30:00",2408,136,138,180,42,104,86,332,326,82,NA,116,122,62,202,172,42
"2017-06-26 18:00:00",2340,132,104,162,42,84,80,324,300,86,NA,116,132,58,210,166,44
"2017-06-26 18:30:00",2240,122,86,156,36,54,66,308,290,124,NA,102,110,54,200,160,36
"2017-06-26 19:00:00",2112,114,76,140,36,42,58,292,272,128,NA,108,60,54,184,156,32
"2017-06-26 19:30:00",2044,110,74,144,34,38,52,290,264,138,NA,98,50,52,172,166,30
"2017-06-26 20:00:00",1904,102,70,102,34,34,48,280,244,122,NA,102,44,44,158,162,30
"2017-06-26 20:30:00",1798,100,78,86,32,28,44,266,250,92,NA,92,40,30,154,158,30
"2017-06-26 21:00:00",1634,100,88,88,26,26,48,256,238,40,NA,100,40,26,146,122,30
"2017-06-26 21:30:00",1460,96,56,82,18,26,46,250,230,28,NA,90,40,20,136,42,30
"2017-06-26 22:00:00",1342,86,46,68,14,24,44,246,214,14,NA,96,44,20,130,20,30
"2017-06-26 22:30:00",1288,80,46,78,12,24,40,238,222,10,NA,94,36,18,124,22,30
"2017-06-26 23:00:00",1244,82,42,76,10,22,38,236,216,12,NA,90,26,14,118,20,30
"2017-06-26 23:30:00",1236,84,44,72,10,20,40,232,222,12,NA,96,26,16,122,18,28
"2017-06-27 00:00:00",1214,82,38,68,10,16,40,224,224,8,NA,88,24,14,116,18,30
"2017-06-27 00:30:00",1198,82,38,68,12,20,44,222,210,6,NA,86,24,16,116,18,28
"2017-06-27 01:00:00",1212,76,48,70,12,18,42,224,214,10,NA,88,24,18,114,20,30
"2017-06-27 01:30:00",1212,82,64,76,10,20,38,220,212,6,NA,90,24,14,114,20,30
"2017-06-27 02:00:00",1182,82,42,70,10,18,40,212,208,10,NA,86,22,16,110,22,30
"2017-06-27 02:30:00",1184,80,38,72,12,16,38,220,208,8,NA,88,24,18,112,22,28
"2017-06-27 03:00:00",1186,82,40,74,10,20,38,212,224,10,NA,92,22,14,114,20,30
"2017-06-27 03:30:00",1166,78,40,68,10,20,38,216,208,8,NA,84,24,16,110,20,32
"2017-06-27 04:00:00",1170,74,42,70,12,18,38,216,210,10,NA,86,22,16,108,20,30
"2017-06-27 04:30:00",1172,76,36,72,10,18,38,216,216,8,NA,84,24,16,106,18,30
"2017-06-27 05:00:00",1148,80,34,50,12,18,42,202,218,12,NA,84,32,16,110,20,30
"2017-06-27 05:30:00",1162,76,40,40,10,20,42,206,206,10,NA,88,36,16,126,22,30
"2017-06-27 06:00:00",1162,78,46,44,12,16,38,196,210,12,NA,86,34,14,124,20,30
"2017-06-27 06:30:00",1218,74,58,60,8,18,40,208,212,10,NA,88,38,16,124,14,32
"2017-06-27 07:00:00",1264,82,84,72,10,24,42,208,214,12,NA,92,40,16,134,20,30
"2017-06-27 07:30:00",1304,86,62,80,10,26,46,208,230,12,NA,98,38,18,130,18,32
"2017-06-27 08:00:00",1502,94,70,132,18,30,52,238,222,16,NA,96,56,30,148,22,34
"2017-06-27 08:30:00",1966,96,90,174,26,46,62,260,274,20,NA,106,78,42,200,54,36
"2017-06-27 09:00:00",2600,114,148,244,48,124,100,300,338,28,NA,116,120,66,260,194,46
"2017-06-27 09:30:00",2806,124,174,304,48,126,108,334,334,42,NA,116,138,92,308,188,50
"2017-06-27 10:00:00",2850,130,170,294,44,130,114,358,340,42,NA,114,154,90,294,192,50
"2017-06-27 10:30:00",2922,132,158,310,44,148,110,362,344,40,NA,116,158,124,328,190,48
"2017-06-27 11:00:00",3126,138,170,336,42,158,108,376,382,46,NA,138,196,118,352,184,48
"2017-06-27 11:30:00",3128,142,178,348,46,158,118,374,386,42,NA,124,212,112,324,202,50
"2017-06-27 12:00:00",3154,146,182,360,44,164,110,368,366,50,NA,132,210,114,328,214,48
"2017-06-27 12:30:00",3150,156,174,350,48,160,120,362,372,46,NA,142,226,112,328,212,48
"2017-06-27 13:00:00",3194,154,170,320,44,152,122,384,392,42,NA,136,258,104,332,224,46
"2017-06-27 13:30:00",3308,148,182,330,46,160,144,400,404,42,NA,150,232,116,338,194,50
"2017-06-27 14:00:00",3242,140,190,334,54,166,140,404,420,40,NA,146,214,108,314,202,48
"2017-06-27 14:30:00",3232,146,208,312,40,158,140,400,418,44,NA,142,216,92,298,190,48
"2017-06-27 15:00:00",3214,150,194,300,48,172,126,406,426,54,NA,144,200,108,306,204,50
"2017-06-27 15:30:00",3138,142,180,296,46,170,118,394,422,54,NA,146,184,106,302,208,50
"2017-06-27 16:00:00",3004,142,162,276,44,152,104,394,404,50,NA,136,176,92,288,228,50
"2017-06-27 16:30:00",2916,136,168,278,46,130,102,382,402,52,NA,122,168,86,274,206,50
"2017-06-27 17:00:00",2716,128,168,262,48,118,98,368,370,84,NA,126,130,74,254,182,42
"2017-06-27 17:30:00",2544,128,128,236,48,104,82,360,348,88,NA,124,110,56,230,172,42
"2017-06-27 18:00:00",2434,128,98,222,48,94,90,330,334,98,NA,116,98,52,220,162,44
"2017-06-27 18:30:00",2348,120,86,196,42,88,72,306,314,118,NA,108,76,50,206,166,42
"2017-06-27 19:00:00",2206,118,80,162,32,48,60,292,286,132,NA,112,62,46,192,168,38
"2017-06-27 19:30:00",2132,118,78,138,32,40,56,284,284,148,NA,114,68,38,178,162,32
"2017-06-27 20:00:00",2002,110,80,106,32,38,56,284,260,132,NA,108,68,36,162,162,30
"2017-06-27 20:30:00",1890,114,92,76,28,34,48,270,258,102,NA,102,56,30,158,160,32
"2017-06-27 21:00:00",1674,102,60,88,28,32,46,262,250,58,NA,104,48,18,150,122,30
"2017-06-27 21:30:00",1466,102,58,86,18,28,44,258,254,38,NA,106,32,14,138,32,30
"2017-06-27 22:00:00",1330,94,50,72,14,24,44,242,220,22,NA,100,28,18,138,20,28
"2017-06-27 22:30:00",1312,92,44,72,14,24,42,236,232,10,NA,100,30,16,134,20,32
"2017-06-27 23:00:00",1284,96,42,78,12,24,44,234,212,10,NA,98,28,14,126,20,30
"2017-06-27 23:30:00",1258,94,42,76,12,24,42,222,216,12,NA,102,30,14,122,20,30
"2017-06-28 00:00:00",1234,88,38,66,10,18,42,216,210,8,NA,96,26,12,116,16,30
"2017-06-28 00:30:00",1232,92,44,74,10,22,42,218,226,8,NA,96,26,14,120,20,30
"2017-06-28 01:00:00",1240,86,62,72,12,18,38,220,204,8,NA,96,26,16,112,14,32
"2017-06-28 01:30:00",1214,90,44,72,10,22,42,218,214,12,NA,98,26,14,110,20,30
"2017-06-28 02:00:00",1208,86,40,72,10,22,44,218,210,8,NA,96,26,14,114,20,30
"2017-06-28 02:30:00",1210,90,36,70,10,22,44,210,208,8,NA,96,28,16,116,14,32
"2017-06-28 03:00:00",1204,90,40,74,14,18,38,218,206,10,NA,98,26,12,118,18,30
"2017-06-28 03:30:00",1192,92,40,72,10,20,38,208,206,8,NA,96,26,16,114,20,30
"2017-06-28 04:00:00",1196,86,38,66,12,20,40,216,210,8,NA,96,26,14,114,20,30
"2017-06-28 04:30:00",1202,88,36,72,10,22,40,212,206,10,NA,92,28,16,112,18,30
"2017-06-28 05:00:00",1172,82,40,48,10,20,42,208,194,8,NA,94,34,14,116,16,30
"2017-06-28 05:30:00",1198,84,44,42,12,22,38,216,210,10,NA,96,38,12,126,20,32
"2017-06-28 06:00:00",1214,86,52,44,10,18,42,210,210,12,NA,92,36,16,124,18,30
"2017-06-28 06:30:00",1246,86,76,52,12,20,44,210,200,8,NA,96,36,14,130,18,30
"2017-06-28 07:00:00",1274,90,54,64,12,24,42,214,206,8,NA,100,42,16,136,20,32
"2017-06-28 07:30:00",1314,94,58,74,14,28,52,212,222,8,NA,102,40,20,134,20,30
"2017-06-28 08:00:00",1526,96,70,112,20,32,52,240,214,12,NA,108,58,34,144,34,32
"2017-06-28 08:30:00",1994,104,96,154,28,36,74,248,256,18,NA,112,80,40,228,96,36
"2017-06-28 09:00:00",2626,110,136,228,62,94,104,280,348,34,NA,110,152,70,298,186,40
"2017-06-28 09:30:00",2794,116,136,296,54,114,118,316,348,38,NA,116,194,76,340,192,40
"2017-06-28 10:00:00",2836,120,138,272,46,120,118,344,352,40,NA,120,206,84,312,202,36
"2017-06-28 10:30:00",2962,132,152,300,44,150,132,356,360,40,NA,118,220,74,326,176,40
"2017-06-28 11:00:00",3178,134,164,330,50,172,128,366,380,42,NA,132,252,80,380,188,44
"2017-06-28 11:30:00",3166,140,188,342,48,194,128,348,382,40,NA,122,242,76,364,182,46
"2017-06-28 12:00:00",3084,130,156,340,48,188,134,352,364,38,NA,126,240,88,340,184,46
"2017-06-28 12:30:00",3032,136,146,348,46,184,142,338,368,38,NA,130,244,80,358,184,44
"2017-06-28 13:00:00",3130,138,182,294,48,166,146,350,384,38,NA,134,244,82,336,190,48
"2017-06-28 13:30:00",3272,144,202,316,48,172,138,374,410,50,NA,138,218,94,330,198,52
"2017-06-28 14:00:00",3166,150,172,308,48,164,140,372,436,56,NA,142,186,98,312,196,52
"2017-06-28 14:30:00",3168,150,154,292,60,166,132,380,436,68,NA,144,190,98,298,202,54
"2017-06-28 15:00:00",3050,162,160,264,64,144,128,358,438,80,NA,144,162,94,280,218,50
"2017-06-28 15:30:00",2946,158,168,252,68,118,112,358,410,80,NA,148,126,92,252,228,42
"2017-06-28 16:00:00",2912,162,172,224,68,116,114,360,408,86,NA,148,128,96,252,214,38
"2017-06-28 16:30:00",2834,158,148,234,66,104,108,366,406,84,NA,136,134,102,244,196,40
"2017-06-28 17:00:00",2556,150,120,222,48,90,96,334,368,64,NA,134,108,84,232,192,40
"2017-06-28 17:30:00",2448,146,118,206,48,82,76,324,344,68,NA,130,96,92,218,170,38
"2017-06-28 18:00:00",2282,130,106,186,44,62,74,314,310,64,NA,128,96,78,206,168,38
"2017-06-28 18:30:00",2220,130,86,162,42,52,68,304,290,92,NA,118,96,78,192,162,36
"2017-06-28 19:00:00",2138,128,104,154,42,42,62,288,282,114,NA,108,76,50,170,162,30
"2017-06-28 19:30:00",2048,122,102,138,36,38,52,276,264,90,NA,118,60,46,178,160,30
"2017-06-28 20:00:00",1888,120,70,104,36,40,50,266,246,86,NA,106,48,36,160,154,30
"2017-06-28 20:30:00",1764,120,64,84,34,30,46,258,256,84,NA,104,46,36,156,150,30
"2017-06-28 21:00:00",1606,118,54,86,26,24,46,262,232,54,NA,108,44,26,154,112,30
"2017-06-28 21:30:00",1412,112,54,82,14,28,46,250,224,26,NA,104,34,20,140,34,30
"2017-06-28 22:00:00",1298,98,46,66,12,24,44,246,212,10,NA,104,30,16,130,22,30
"2017-06-28 22:30:00",1288,94,46,76,10,24,42,230,208,10,NA,102,32,16,130,20,30
"2017-06-28 23:00:00",1270,90,44,74,12,22,38,230,214,8,NA,98,30,16,126,20,30
"2017-06-28 23:30:00",1266,90,56,72,10,24,38,222,220,6,NA,98,32,18,124,16,28
"2017-06-29 00:00:00",1228,90,54,66,10,18,38,212,202,6,NA,94,28,14,120,14,28
"2017-06-29 00:30:00",1210,92,40,70,10,20,38,204,212,8,NA,94,28,14,120,18,30
"2017-06-29 01:00:00",1210,88,40,72,14,20,40,214,212,8,NA,96,30,16,120,18,30
"2017-06-29 01:30:00",1192,90,36,72,12,22,40,200,208,6,NA,94,28,14,112,16,30
"2017-06-29 02:00:00",1186,88,36,66,10,20,38,212,212,8,NA,90,28,12,120,16,28
"2017-06-29 02:30:00",1182,86,38,72,10,20,38,200,202,8,NA,90,28,16,118,16,30
"2017-06-29 03:00:00",1182,84,38,70,12,18,34,202,208,8,NA,94,28,14,120,18,30
"2017-06-29 03:30:00",1168,84,36,68,10,22,36,200,210,8,NA,94,30,16,112,16,32
"2017-06-29 04:00:00",1168,84,42,66,12,18,36,206,196,8,NA,90,28,14,112,18,30
"2017-06-29 04:30:00",1190,86,56,72,10,20,38,190,208,6,NA,90,40,16,110,18,30
"2017-06-29 05:00:00",1172,84,52,48,12,22,40,190,202,10,NA,92,46,14,116,14,32
"2017-06-29 05:30:00",1176,84,34,40,12,18,36,198,210,6,NA,90,50,14,128,18,30
"2017-06-29 06:00:00",1182,82,44,44,12,20,42,196,206,8,NA,92,46,16,120,18,28
"2017-06-29 06:30:00",1192,80,44,60,10,20,44,192,208,10,NA,92,42,14,128,18,32
"2017-06-29 07:00:00",1228,86,48,64,8,24,40,200,206,8,NA,98,42,14,132,18,30
"2017-06-29 07:30:00",1312,90,80,76,12,26,42,200,224,12,NA,102,38,18,130,20,32
"2017-06-29 08:00:00",1518,92,104,122,18,30,50,222,238,14,NA,110,56,22,140,20,34
"2017-06-29 08:30:00",2016,104,102,186,26,44,76,252,292,30,NA,122,74,36,208,48,36
"2017-06-29 09:00:00",2556,118,128,250,50,98,116,302,346,40,NA,124,112,48,276,168,40
"2017-06-29 09:30:00",2714,124,148,302,56,106,122,312,340,42,NA,134,124,58,286,192,38
"2017-06-29 10:00:00",2794,118,164,310,56,126,124,324,344,40,NA,134,136,58,286,198,38
"2017-06-29 10:30:00",2948,124,194,316,56,154,144,340,388,44,NA,134,168,62,316,192,44
