"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"2017-04-01 00:00:00",1066,50,40,114,12,54,34,142,210,28,6,6,22,2,NA,22,8
"2017-04-01 00:30:00",1058,50,40,120,12,58,36,144,222,32,8,8,24,2,NA,28,10
"2017-04-01 01:00:00",1076,52,40,118,12.4,58,34,146,230,32,4,8,26,4,NA,26,10
"2017-04-01 01:30:00",1060,52,40,114,12.4,52,40,140,202,26,12,8,24,2,NA,22,8
"2017-04-01 02:00:00",1070,54,40,116,12,58,34,140,220,32,6,8,24,2,NA,30,10
"2017-04-01 02:30:00",1072,52,52,112,12,54,40,136,228,30,8,6,22,4,NA,24,8
"2017-04-01 03:00:00",1076,56,60,116,12,56,38,140,218,30,4,10,22,2,NA,28,10
"2017-04-01 03:30:00",1052,54,34,118,12.4,58,30,138,222,32,8,8,24,2,NA,22,8
"2017-04-01 04:00:00",1052,50,36,114,12,60,36,136,208,38,4,6,20,4,NA,22,10
"2017-04-01 04:30:00",1052,52,36,118,12,56,32,144,224,28,10,10,20,2,NA,30,8
"2017-04-01 05:00:00",1062,54,36,116,11.8,58,-1799970,136,204,32,6,8,24,2,NA,24,8
"2017-04-01 05:30:00",1048,50,36,120,11.8,52,36,140,212,30,8,6,22,2,NA,26,10
"2017-04-01 06:00:00",1138,48,42,120,11.8,58,40,154,204,28,8,10,22,2,NA,28,8
"2017-04-01 06:30:00",1200,50,64,116,12,56,48,178,220,30,12,8,20,2,NA,26,10
"2017-04-01 07:00:00",1232,52,80,118,12.4,66,44,188,226,36,12,10,22,2,NA,28,10
"2017-04-01 07:30:00",1418,50,72,132,12.8,76,48,186,238,52,12,8,22,90,NA,32,12
"2017-04-01 08:00:00",1606,54,100,172,14,86,56,210,278,62,22,12,22,106,NA,40,18
"2017-04-01 08:30:00",1960,60,110,214,14,102,80,226,314,86,40,10,26,118,NA,72,14
"2017-04-01 09:00:00",2198,120,140,256,14.8,116,102,272,352,92,52,8,28,104,NA,86,20
"2017-04-01 09:30:00",2362,176,166,262,15.4,112,118,306,348,96,52,12,30,118,NA,84,18
"2017-04-01 10:00:00",2392,178,168,272,15.4,122,134,312,348,104,58,8,30,96,NA,90,22
"2017-04-01 10:30:00",2458,180,154,274,16,124,128,342,346,108,66,10,26,102,NA,88,18
"2017-04-01 11:00:00",2466,182,172,280,16.2,140,118,328,340,126,56,12,28,108,NA,94,12
"2017-04-01 11:30:00",2442,140,194,278,16.2,138,132,334,344,118,52,12,30,116,NA,88,12
"2017-04-01 12:00:00",2314,166,158,224,16.8,150,126,330,306,136,54,10,30,102,NA,68,12
"2017-04-01 12:30:00",2320,142,154,210,17.6,148,126,324,290,138,86,12,30,114,NA,62,14
"2017-04-01 13:00:00",2262,120,152,218,18.6,148,120,304,272,142,74,10,28,124,NA,60,14
"2017-04-01 13:30:00",2252,130,148,210,19.2,146,118,310,292,138,78,12,24,134,NA,58,12
"2017-04-01 14:00:00",2144,140,128,210,20.6,150,108,276,312,136,74,10,22,126,NA,52,10
"2017-04-01 14:30:00",2122,144,166,192,20.8,148,108,250,306,136,68,14,24,98,NA,46,12
"2017-04-01 15:00:00",2008,154,148,200,20.6,148,106,222,292,138,76,14,28,28,NA,40,8
"2017-04-01 15:30:00",1918,148,132,190,21,152,92,230,272,144,70,12,26,26,NA,42,10
"2017-04-01 16:00:00",1804,76,128,184,21,150,92,232,278,136,50,12,30,42,NA,52,12
"2017-04-01 16:30:00",1700,70,120,174,20.6,130,92,210,264,122,48,10,24,32,NA,46,12
"2017-04-01 17:00:00",1626,68,132,166,20.6,104,80,208,268,90,52,12,28,34,NA,40,8
"2017-04-01 17:30:00",1574,66,88,156,19.8,94,78,208,276,84,46,10,26,38,NA,42,10
"2017-04-01 18:00:00",1588,68,84,162,19,90,84,202,256,82,40,8,28,32,NA,38,10
"2017-04-01 18:30:00",1568,72,82,160,19,94,68,202,268,84,42,10,28,26,NA,38,12
"2017-04-01 19:00:00",1536,70,66,170,18.8,86,60,198,262,98,34,10,28,22,NA,36,12
"2017-04-01 19:30:00",1474,68,60,156,18.6,82,56,192,232,108,36,8,26,22,NA,36,10
"2017-04-01 20:00:00",1382,70,56,136,18,74,48,196,234,92,28,10,26,10,NA,36,12
"2017-04-01 20:30:00",1340,68,68,140,18,74,40,188,218,94,18,6,24,4,NA,34,12
"2017-04-01 21:00:00",1232,62,72,126,18,70,36,178,228,56,18,10,22,4,NA,32,10
"2017-04-01 21:30:00",1166,64,46,126,18,68,36,164,224,48,18,6,24,4,NA,30,12
"2017-04-01 22:00:00",1108,54,42,120,18,58,40,156,214,34,14,8,20,4,NA,26,8
"2017-04-01 22:30:00",1070,52,40,118,18,58,36,144,208,32,8,8,22,4,NA,26,10
"2017-04-01 23:00:00",1056,54,42,116,17.2,56,32,142,204,30,0,6,20,2,NA,28,8
"2017-04-01 23:30:00",1054,52,40,112,17.6,58,34,132,208,30,4,12,20,4,NA,26,10
"2017-04-02 00:00:00",1012,56,38,40,4,16,36,178,218,6,NA,40,22,12,112,14,28
"2017-04-02 00:30:00",1028,58,52,42,4,18,32,178,236,8,NA,50,22,16,102,14,28
"2017-04-02 01:00:00",1034,58,66,40,4,22,34,180,220,6,NA,40,24,12,110,14,28
"2017-04-02 01:30:00",1034,56,46,42,6,16,36,178,240,8,NA,48,22,16,112,18,28
"2017-04-02 02:00:00",1014,60,38,42,6,18,32,188,218,6,NA,44,22,12,106,14,28
"2017-04-02 02:30:00",1018,54,38,40,6,20,36,174,218,10,NA,48,20,14,110,16,28
"2017-04-02 03:00:00",1024,56,40,44,4,16,28,178,234,6,NA,42,20,14,114,16,26
"2017-04-02 03:30:00",1034,54,40,40,4,22,32,178,242,8,NA,54,26,14,108,16,28
"2017-04-02 04:00:00",1022,54,38,40,4,18,36,182,246,6,NA,48,22,14,108,16,28
"2017-04-02 04:30:00",1010,52,38,38,4,18,30,182,238,8,NA,50,20,14,108,18,28
"2017-04-02 05:00:00",1038,56,46,44,6,20,32,178,240,8,NA,48,20,16,110,16,28
"2017-04-02 05:30:00",1054,54,68,40,4,20,34,184,220,6,NA,50,24,12,108,18,28
"2017-04-02 06:00:00",1046,54,50,46,4,20,32,184,230,8,NA,52,26,14,112,16,28
"2017-04-02 06:30:00",1002,56,46,42,6,18,26,174,242,8,NA,48,16,16,104,20,28
"2017-04-02 07:00:00",984,50,38,42,0,22,32,176,236,8,NA,52,18,14,106,16,28
"2017-04-02 07:30:00",964,54,44,42,0,18,24,178,228,4,NA,50,24,16,100,16,28
"2017-04-02 08:00:00",984,54,60,46,0,20,26,176,222,14,NA,54,18,14,102,16,28
"2017-04-02 08:30:00",988,62,68,46,0,16,28,174,224,26,NA,48,26,18,98,14,28
"2017-04-02 09:00:00",954,56,40,48,0,18,34,166,228,38,NA,56,16,16,98,16,30
"2017-04-02 09:30:00",928,62,40,44,0,16,32,168,230,38,NA,46,8,16,98,16,28
"2017-04-02 10:00:00",942,58,40,50,0,16,40,168,222,34,NA,54,8,16,96,12,28
"2017-04-02 10:30:00",936,60,40,48,0,16,38,162,212,36,NA,48,14,18,96,18,30
"2017-04-02 11:00:00",930,58,44,48,0,14,34,168,218,36,NA,56,12,16,96,16,28
"2017-04-02 11:30:00",940,62,50,48,0,16,32,172,220,28,NA,46,14,16,96,14,28
"2017-04-02 12:00:00",946,60,52,52,0,14,36,166,206,30,NA,56,20,18,94,14,30
"2017-04-02 12:30:00",962,62,72,48,0,18,32,168,228,28,NA,50,10,16,96,18,28
"2017-04-02 13:00:00",952,60,46,50,0,16,32,176,210,32,NA,58,22,16,96,12,28
"2017-04-02 13:30:00",926,60,42,48,0,14,28,172,208,28,NA,56,10,18,102,16,28
"2017-04-02 14:00:00",954,60,40,48,0,16,32,178,222,24,NA,54,14,16,98,16,28
"2017-04-02 14:30:00",980,62,42,48,0,18,32,184,222,22,NA,66,16,16,102,16,28
"2017-04-02 15:00:00",984,60,40,46,0,16,28,178,238,20,NA,50,16,18,108,12,30
"2017-04-02 15:30:00",1024,60,44,48,0,20,30,184,236,22,NA,64,28,14,104,18,28
"2017-04-02 16:00:00",1060,64,52,44,2,18,40,182,224,20,NA,52,26,18,108,14,28
"2017-04-02 16:30:00",1108,66,68,50,2,20,36,196,234,20,NA,58,26,16,108,18,28
"2017-04-02 17:00:00",1098,62,56,46,6,22,34,196,228,24,NA,54,26,16,110,14,28
"2017-04-02 17:30:00",1106,64,44,48,6,24,38,190,240,20,NA,54,26,16,114,16,28
"2017-04-02 18:00:00",1206,66,50,50,6,26,42,192,234,32,NA,58,30,18,112,16,28
"2017-04-02 18:30:00",1256,68,52,58,4,22,36,196,240,44,NA,54,34,16,114,16,28
"2017-04-02 19:00:00",1292,70,58,58,6,26,42,196,234,44,NA,58,34,14,114,16,28
"2017-04-02 19:30:00",1282,70,54,54,6,26,36,196,238,46,NA,50,36,18,116,16,28
"2017-04-02 20:00:00",1210,68,58,58,4,28,34,190,230,44,NA,54,28,16,116,18,28
"2017-04-02 20:30:00",1164,68,74,58,6,22,40,180,242,40,NA,48,30,16,116,16,28
"2017-04-02 21:00:00",1150,68,72,58,4,24,32,182,244,32,NA,54,28,16,116,16,30
"2017-04-02 21:30:00",1100,66,50,52,4,24,32,184,232,18,NA,46,28,16,112,16,28
"2017-04-02 22:00:00",1078,64,44,48,6,26,34,178,238,12,NA,54,24,14,110,16,28
"2017-04-02 22:30:00",1070,68,40,48,4,20,30,182,254,12,NA,50,30,14,104,16,26
"2017-04-02 23:00:00",1056,62,44,44,2,22,32,170,236,14,NA,48,22,14,108,16,28
"2017-04-02 23:30:00",1062,64,38,50,6,22,32,172,232,8,NA,46,22,16,110,14,28
"2017-04-03 00:00:00",1028,60,38,42,6,18,30,170,244,8,NA,46,22,12,104,14,26
"2017-04-03 00:30:00",1040,64,44,46,4,20,32,180,246,8,NA,46,22,16,110,14,30
"2017-04-03 01:00:00",1042,60,62,46,6,20,30,180,248,6,NA,46,24,12,106,16,28
"2017-04-03 01:30:00",1020,60,48,46,4,20,36,174,254,10,NA,48,24,16,106,16,28
"2017-04-03 02:00:00",1016,58,36,42,4,22,28,174,228,12,NA,42,24,12,108,14,26
"2017-04-03 02:30:00",1038,58,42,44,4,16,34,176,242,6,NA,50,20,16,110,18,28
"2017-04-03 03:00:00",1008,60,36,48,4,20,30,176,244,8,NA,42,24,12,114,16,28
"2017-04-03 03:30:00",1016,58,36,44,4,22,24,176,246,8,NA,48,22,16,108,16,28
"2017-04-03 04:00:00",1018,52,42,42,6,20,34,178,234,8,NA,44,24,12,114,18,28
"2017-04-03 04:30:00",1018,56,36,42,6,20,30,174,230,8,NA,52,24,16,108,14,28
"2017-04-03 05:00:00",1044,54,44,46,6,22,32,178,238,12,NA,46,20,14,114,18,28
"2017-04-03 05:30:00",1066,58,66,44,4,22,34,180,236,8,NA,52,26,14,126,18,28
"2017-04-03 06:00:00",1064,54,54,48,6,20,36,174,236,12,NA,46,32,16,122,16,28
"2017-04-03 06:30:00",1070,58,40,54,4,22,30,180,244,10,NA,52,36,16,120,16,28
"2017-04-03 07:00:00",1106,58,42,76,0,18,32,178,236,8,NA,48,36,16,122,18,28
"2017-04-03 07:30:00",1118,60,64,74,0,24,36,174,244,10,NA,58,44,16,112,18,28
"2017-04-03 08:00:00",1304,62,102,108,8,22,32,186,258,14,NA,52,50,28,148,16,34
"2017-04-03 08:30:00",1810,74,240,140,14,28,62,210,272,14,NA,62,78,66,194,62,32
"2017-04-03 09:00:00",2288,86,234,200,40,64,94,242,328,26,NA,62,126,76,230,258,42
"2017-04-03 09:30:00",2404,90,232,234,48,92,100,254,330,62,NA,66,120,94,268,226,48
"2017-04-03 10:00:00",2422,88,204,256,56,90,114,272,308,68,NA,58,112,82,260,230,44
"2017-04-03 10:30:00",2454,92,218,234,50,86,116,284,326,72,NA,60,122,82,272,246,40
"2017-04-03 11:00:00",2500,86,256,240,52,90,122,286,326,64,NA,70,122,72,280,220,40
"2017-04-03 11:30:00",2444,90,214,242,48,94,128,280,348,72,NA,60,128,74,262,202,42
"2017-04-03 12:00:00",2456,90,198,252,46,100,124,284,344,78,NA,68,150,72,264,170,40
"2017-04-03 12:30:00",2420,92,210,254,44,88,126,266,332,84,NA,58,142,80,262,178,40
"2017-04-03 13:00:00",2420,98,212,250,40,100,114,278,328,72,NA,66,150,60,246,184,42
"2017-04-03 13:30:00",2432,98,236,252,36,100,118,272,326,64,NA,68,134,68,238,188,42
"2017-04-03 14:00:00",2392,98,226,230,40,90,132,272,338,56,NA,60,134,64,252,176,42
"2017-04-03 14:30:00",2364,96,208,232,36,98,124,288,332,52,NA,70,134,58,224,180,40
"2017-04-03 15:00:00",2354,102,212,212,56,90,104,288,346,52,NA,60,138,64,224,170,40
"2017-04-03 15:30:00",2292,98,178,210,58,80,94,286,342,50,NA,72,152,52,216,176,40
"2017-04-03 16:00:00",2248,100,150,202,60,78,98,264,344,58,NA,60,136,58,216,174,42
"2017-04-03 16:30:00",2214,104,150,208,56,74,96,276,352,54,NA,68,144,56,214,160,40
"2017-04-03 17:00:00",1888,98,126,192,44,34,90,268,358,50,NA,64,84,56,200,50,32
"2017-04-03 17:30:00",1804,94,112,176,34,30,80,260,344,48,NA,64,68,58,196,28,30
"2017-04-03 18:00:00",1778,84,104,168,28,30,78,258,334,44,NA,56,66,46,176,26,30
"2017-04-03 18:30:00",1746,86,98,150,28,36,70,256,326,38,NA,56,66,42,174,30,28
"2017-04-03 19:00:00",1628,92,94,140,24,32,60,252,310,34,NA,60,68,36,162,24,28
"2017-04-03 19:30:00",1570,86,102,128,22,30,58,240,302,30,NA,52,64,34,152,28,28
"2017-04-03 20:00:00",1448,86,98,92,22,30,50,232,288,32,NA,56,48,30,152,28,30
"2017-04-03 20:30:00",1366,84,70,82,22,26,46,222,272,34,NA,48,42,24,152,20,28
"2017-04-03 21:00:00",1346,78,64,90,18,26,40,218,270,26,NA,58,38,24,144,20,28
"2017-04-03 21:30:00",1266,78,62,88,18,26,38,212,262,14,NA,48,30,18,136,16,28
"2017-04-03 22:00:00",1182,66,52,78,14,24,38,204,242,12,NA,56,22,22,128,18,28
"2017-04-03 22:30:00",1164,68,46,74,14,24,36,208,236,8,NA,50,24,18,122,16,28
"2017-04-03 23:00:00",1148,62,46,74,12,26,34,198,248,6,NA,50,22,20,118,16,28
"2017-04-03 23:30:00",1150,68,64,76,8,22,34,194,248,8,NA,50,20,18,116,14,28
"2017-04-04 00:00:00",1122,62,58,70,8,20,32,188,236,6,NA,44,20,18,112,12,28
"2017-04-04 00:30:00",1094,64,40,74,8,22,32,186,232,6,NA,50,20,20,114,14,30
"2017-04-04 01:00:00",1090,60,44,76,8,22,30,194,244,6,NA,42,22,20,114,18,28
"2017-04-04 01:30:00",1108,62,42,78,8,20,34,186,256,8,NA,52,20,18,112,14,30
"2017-04-04 02:00:00",1098,58,42,76,10,20,30,192,264,10,NA,42,20,20,110,20,28
"2017-04-04 02:30:00",1110,60,44,72,10,20,36,186,250,12,NA,50,18,16,112,16,28
"2017-04-04 03:00:00",1096,62,42,78,8,20,32,188,252,8,NA,42,20,20,114,14,30
"2017-04-04 03:30:00",1094,62,48,74,8,22,32,190,248,6,NA,50,20,20,112,14,28
"2017-04-04 04:00:00",1120,62,68,70,10,18,34,190,258,6,NA,44,22,18,110,18,30
"2017-04-04 04:30:00",1096,60,48,76,8,24,32,192,250,6,NA,48,20,20,114,12,28
"2017-04-04 05:00:00",1082,60,46,58,8,22,26,192,248,8,NA,46,20,16,116,14,30
"2017-04-04 05:30:00",1074,60,42,46,8,22,36,194,248,6,NA,44,22,18,126,16,28
"2017-04-04 06:00:00",1098,60,50,50,8,22,38,190,240,6,NA,50,28,18,122,12,30
"2017-04-04 06:30:00",1106,62,54,60,10,20,34,190,238,6,NA,44,30,22,124,14,28
"2017-04-04 07:00:00",1162,62,60,76,8,24,32,186,264,8,NA,56,40,22,122,14,30
"2017-04-04 07:30:00",1190,62,90,70,10,22,32,192,272,6,NA,48,46,24,118,16,30
"2017-04-04 08:00:00",1310,72,92,114,18,26,34,196,278,14,NA,56,52,28,126,14,34
"2017-04-04 08:30:00",1634,76,100,152,26,32,52,210,280,28,NA,52,58,58,166,52,34
"2017-04-04 09:00:00",2052,84,116,186,76,50,92,218,316,42,NA,60,80,66,228,238,46
"2017-04-04 09:30:00",2108,92,122,186,64,48,102,240,330,60,NA,64,78,62,230,194,42
"2017-04-04 10:00:00",2210,94,246,190,56,50,96,262,332,66,NA,58,84,64,224,176,46
"2017-04-04 10:30:00",2246,98,202,210,50,54,98,276,332,70,NA,68,94,68,250,168,42
"2017-04-04 11:00:00",2180,92,180,202,56,48,100,278,342,66,NA,66,104,76,230,168,46
"2017-04-04 11:30:00",2128,92,134,208,38,60,112,264,326,66,NA,68,98,54,236,164,42
"2017-04-04 12:00:00",2120,94,128,200,38,64,116,256,304,72,NA,62,116,68,228,160,44
"2017-04-04 12:30:00",2108,98,154,202,36,56,120,242,320,88,NA,72,96,60,236,160,42
"2017-04-04 13:00:00",2170,98,180,192,36,60,110,252,328,80,NA,62,94,60,238,166,44
"2017-04-04 13:30:00",2180,92,194,188,36,66,108,260,328,76,NA,76,100,62,210,156,42
"2017-04-04 14:00:00",2162,90,192,188,40,66,116,264,362,58,NA,76,84,54,208,166,42
"2017-04-04 14:30:00",2110,90,186,190,42,60,102,264,364,54,NA,74,88,56,208,152,42
"2017-04-04 15:00:00",1994,88,176,170,42,52,76,236,358,46,NA,72,66,50,180,158,40
"2017-04-04 15:30:00",2024,88,172,188,46,52,74,238,356,52,NA,74,82,44,176,156,44
"2017-04-04 16:00:00",2008,84,172,184,60,50,72,240,354,48,NA,74,80,38,164,150,36
"2017-04-04 16:30:00",1928,88,158,190,62,54,68,240,338,36,NA,70,66,44,172,122,34
"2017-04-04 17:00:00",1792,88,136,194,42,44,64,254,334,32,NA,74,70,48,170,28,32
"2017-04-04 17:30:00",1716,86,94,188,32,44,60,230,318,30,NA,70,62,46,174,26,30
"2017-04-04 18:00:00",1766,84,102,186,30,46,62,232,326,34,NA,54,64,50,170,26,30
"2017-04-04 18:30:00",1818,88,104,176,28,46,64,246,334,72,NA,70,68,38,166,28,30
"2017-04-04 19:00:00",1712,82,114,154,24,46,54,238,316,76,NA,52,64,34,162,28,28
"2017-04-04 19:30:00",1578,80,96,104,24,44,52,236,308,46,NA,58,62,34,152,26,28
"2017-04-04 20:00:00",1478,84,78,90,22,40,42,242,286,32,NA,56,52,28,152,24,28
"2017-04-04 20:30:00",1396,80,70,82,22,40,42,226,292,36,NA,50,46,26,144,28,28
"2017-04-04 21:00:00",1356,78,62,88,18,28,38,218,280,30,NA,54,50,24,136,20,28
"2017-04-04 21:30:00",1298,78,60,96,10,24,40,208,264,32,NA,50,44,20,132,22,28
"2017-04-04 22:00:00",1188,78,50,80,10,26,40,206,252,22,NA,54,28,20,126,18,28
"2017-04-04 22:30:00",1182,70,52,84,8,22,42,198,244,12,NA,54,28,16,120,16,28
"2017-04-04 23:00:00",1176,72,62,78,8,24,36,190,230,10,NA,48,32,20,118,16,28
"2017-04-04 23:30:00",1152,70,60,78,8,24,36,194,236,10,NA,52,30,20,118,14,28
"2017-04-05 00:00:00",1096,60,60,120,20.2,58,8,142,192,34,4,10,26,2,NA,24,8
"2017-04-05 00:30:00",1092,58,66,116,19.6,60,8,150,194,36,2,8,26,4,NA,28,12
"2017-04-05 01:00:00",1080,58,62,122,18.2,60,8,142,206,36,6,10,24,4,NA,24,12
"2017-04-05 01:30:00",1084,54,66,126,17.8,60,6,148,202,34,6,10,22,4,NA,26,8
"2017-04-05 02:00:00",1082,54,62,128,18.6,60,8,142,200,34,6,12,24,4,NA,24,8
"2017-04-05 02:30:00",1076,54,66,136,16.6,58,8,144,208,36,6,8,22,4,NA,24,10
"2017-04-05 03:00:00",1086,54,64,128,16.8,60,8,144,196,30,4,10,22,4,NA,26,10
"2017-04-05 03:30:00",1100,52,92,128,16.2,56,8,144,208,36,6,10,22,4,NA,24,12
"2017-04-05 04:00:00",1090,52,74,128,17,60,8,146,198,34,6,12,24,4,NA,22,10
"2017-04-05 04:30:00",1076,54,66,126,16,62,6,146,212,34,6,8,22,4,NA,26,14
"2017-04-05 05:00:00",1058,52,38,122,16,56,8,144,196,34,4,8,24,4,NA,26,8
"2017-04-05 05:30:00",1070,52,36,122,16,68,8,144,208,42,8,8,24,4,NA,28,10
"2017-04-05 06:00:00",1092,56,42,124,16,70,8,146,192,46,4,10,24,4,NA,24,10
"2017-04-05 06:30:00",1108,52,40,128,18.6,78,8,150,212,50,6,10,20,4,NA,28,8
"2017-04-05 07:00:00",1174,54,64,134,19.8,72,8,156,212,50,4,10,22,4,NA,26,12
"2017-04-05 07:30:00",1230,56,82,128,21,90,10,150,220,62,6,12,22,2,NA,28,12
"2017-04-05 08:00:00",1464,62,74,192,22,104,18,178,226,78,6,14,22,10,NA,48,12
"2017-04-05 08:30:00",1862,66,88,258,24.2,138,28,212,250,100,10,12,26,12,NA,72,14
"2017-04-05 09:00:00",2374,80,114,324,26.8,230,46,248,370,144,30,14,30,12,NA,124,22
"2017-04-05 09:30:00",2504,86,132,334,29,270,74,302,310,180,64,16,30,18,NA,108,24
"2017-04-05 10:00:00",2432,74,134,324,30,278,80,320,278,186,56,18,34,18,NA,114,22
"2017-04-05 10:30:00",2492,78,124,338,33.2,272,76,324,286,188,44,18,32,20,NA,116,18
"2017-04-05 11:00:00",2518,78,130,334,34.6,278,84,338,286,194,56,18,34,12,NA,122,16
"2017-04-05 11:30:00",2498,80,140,342,36.2,256,80,338,296,166,56,20,34,12,NA,120,16
"2017-04-05 12:00:00",2528,76,152,332,37.2,236,72,344,298,156,56,18,40,6,NA,118,16
"2017-04-05 12:30:00",2488,86,154,310,38.2,240,72,342,280,164,62,20,48,6,NA,122,16
"2017-04-05 13:00:00",2550,82,138,338,37,258,56,354,306,188,62,18,58,6,NA,124,16
"2017-04-05 13:30:00",2600,90,128,316,37.6,284,78,370,306,196,60,18,58,4,NA,134,16
"2017-04-05 14:00:00",2602,176,140,308,36.6,268,66,350,300,176,46,16,58,10,NA,124,16
"2017-04-05 14:30:00",2528,138,136,320,36.2,254,70,334,318,158,46,16,56,14,NA,128,16
"2017-04-05 15:00:00",2522,146,156,324,35.6,240,58,316,352,160,40,16,54,18,NA,114,16
"2017-04-05 15:30:00",2382,136,142,318,35.6,218,44,300,312,152,42,16,58,30,NA,102,16
"2017-04-05 16:00:00",2392,134,136,320,35.2,228,40,270,-1799670,160,40,14,60,38,NA,100,14
"2017-04-05 16:30:00",2352,138,138,308,34.2,214,36,268,332,148,40,16,56,40,NA,100,16
"2017-04-05 17:00:00",2222,134,140,298,33.6,160,36,258,336,134,34,14,52,30,NA,94,14
"2017-04-05 17:30:00",2242,132,146,280,33.2,140,30,242,336,138,38,14,50,24,NA,88,12
"2017-04-05 18:00:00",2222,140,158,252,32.6,136,30,236,302,142,36,12,48,26,NA,90,10
"2017-04-05 18:30:00",2120,134,140,256,31.6,144,32,244,292,148,40,10,44,30,NA,94,10
"2017-04-05 19:00:00",1958,94,122,244,31,122,32,230,262,140,42,12,42,18,NA,90,12
"2017-04-05 19:30:00",1846,82,108,230,30.8,90,22,228,272,114,28,10,40,8,NA,78,12
"2017-04-05 20:00:00",1714,82,84,224,30,80,22,184,244,104,32,10,38,8,NA,76,12
"2017-04-05 20:30:00",1620,80,70,210,29.8,74,20,172,230,92,30,10,34,8,NA,74,10
"2017-04-05 21:00:00",1456,76,86,168,29.6,68,14,170,228,54,22,10,32,8,NA,62,12
"2017-04-05 21:30:00",1332,74,92,118,28.6,62,14,170,218,46,14,10,28,8,NA,34,10
"2017-04-05 22:00:00",1230,68,86,116,28,60,10,154,202,36,8,8,30,8,NA,32,10
"2017-04-05 22:30:00",1150,64,68,120,27.2,60,8,152,200,32,10,10,30,8,NA,34,6
"2017-04-05 23:00:00",1128,62,60,110,27.8,56,10,146,204,36,2,10,28,6,NA,30,8
"2017-04-05 23:30:00",1106,60,64,118,27.2,62,8,144,196,34,8,10,28,4,NA,28,10
"2017-04-06 00:00:00",1086,58,66,104,27,54,8,138,202,28,2,8,24,2,NA,24,8
"2017-04-06 00:30:00",1082,56,68,120,27,56,8,138,194,30,6,10,28,4,NA,24,8
"2017-04-06 01:00:00",1086,58,72,114,27,62,8,140,204,34,6,10,28,4,NA,28,8
"2017-04-06 01:30:00",1098,58,72,114,27.6,56,6,136,202,28,6,10,26,2,NA,24,8
"2017-04-06 02:00:00",1108,56,68,116,27.8,56,8,138,208,32,6,10,26,4,NA,26,8
"2017-04-06 02:30:00",1072,56,70,112,27.2,54,8,138,196,28,4,12,26,4,NA,20,8
"2017-04-06 03:00:00",1072,60,68,114,26.2,56,8,134,208,30,4,10,26,4,NA,24,8
"2017-04-06 03:30:00",1070,56,66,110,25.6,56,8,132,198,30,0,10,28,4,NA,26,8
"2017-04-06 04:00:00",1062,58,64,110,24.6,58,8,132,198,32,4,12,28,4,NA,24,8
"2017-04-06 04:30:00",1060,56,68,120,24.6,62,8,134,200,34,2,10,26,4,NA,28,8
"2017-04-06 05:00:00",1044,56,52,118,25,56,8,136,204,30,2,10,28,2,NA,24,8
"2017-04-06 05:30:00",1058,56,40,118,24.8,60,6,134,204,36,2,10,30,4,NA,24,8
"2017-04-06 06:00:00",1076,56,42,120,25.6,70,8,132,202,42,4,8,28,4,NA,24,8
"2017-04-06 06:30:00",1116,54,46,114,26,74,8,130,212,46,0,12,28,2,NA,26,10
"2017-04-06 07:00:00",1176,58,42,128,26.8,74,8,150,220,50,4,10,28,4,NA,24,10
"2017-04-06 07:30:00",1212,56,48,124,27,86,10,158,220,58,2,10,30,4,NA,30,14
"2017-04-06 08:00:00",1396,102,54,152,28,94,20,180,240,68,4,12,28,2,NA,32,12
"2017-04-06 08:30:00",1676,116,70,200,31.6,110,26,192,252,80,4,10,28,4,NA,40,10
"2017-04-06 09:00:00",2124,122,88,282,33.6,156,52,218,326,114,30,14,42,4,NA,82,18
"2017-04-06 09:30:00",2226,122,84,294,35.6,166,86,274,330,120,44,14,32,8,NA,82,16
"2017-04-06 10:00:00",2190,122,94,288,37,190,70,284,322,134,24,14,36,6,NA,82,16
"2017-04-06 10:30:00",2218,124,94,294,38.2,200,74,288,326,146,32,18,38,4,NA,80,16
"2017-04-06 11:00:00",2412,124,98,310,37.6,232,76,316,338,152,44,18,42,10,NA,82,16
"2017-04-06 11:30:00",2538,128,90,308,35.2,276,80,334,340,194,46,16,54,16,NA,88,14
"2017-04-06 12:00:00",2574,134,96,314,35,280,74,334,374,192,52,18,56,14,NA,92,16
"2017-04-06 12:30:00",2608,130,94,306,33.2,272,74,344,374,190,52,12,58,14,NA,94,18
"2017-04-06 13:00:00",2724,138,100,344,28.6,256,64,356,406,192,62,16,62,6,NA,104,16
"2017-04-06 13:30:00",2634,136,110,334,28,266,64,354,402,200,54,12,62,8,NA,112,14
"2017-04-06 14:00:00",2594,134,134,320,27.6,250,56,336,390,184,48,16,62,6,NA,112,16
"2017-04-06 14:30:00",2590,132,116,328,28,244,58,324,392,186,44,16,58,8,NA,104,24
"2017-04-06 15:00:00",2602,134,132,338,28.6,246,68,338,378,190,52,16,60,16,NA,104,18
"2017-04-06 15:30:00",2500,134,138,308,29.6,230,64,314,392,178,46,12,58,24,NA,100,20
"2017-04-06 16:00:00",2438,-1799908,140,310,30,236,58,312,392,182,46,16,60,28,NA,88,18
"2017-04-06 16:30:00",2368,88,136,306,30.2,222,58,296,378,182,48,16,56,38,NA,82,20
"2017-04-06 17:00:00",2304,86,134,292,30.8,166,42,272,368,150,44,16,60,38,NA,82,14
